2026-03-16 05:05:49.375 | INFO     | __main__:setup_logging:48 - Starting recon phase with run_id: e6950bb7-6eed-45aa-aa29-46eef9d0ee2d
2026-03-16 05:06:03.651 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /socket: SSLCertVerificationError
2026-03-16 05:06:03.807 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /socket.io/: SSLCertVerificationError
2026-03-16 05:06:03.865 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /sockjs/: SSLCertVerificationError
2026-03-16 05:06:03.931 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /cable: SSLCertVerificationError
2026-03-16 05:06:03.998 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /realtime: SSLCertVerificationError
2026-03-16 05:06:04.058 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /live: SSLCertVerificationError
2026-03-16 05:06:04.381 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /events: SSLCertVerificationError
2026-03-16 05:06:04.529 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /stream: SSLCertVerificationError
2026-03-16 05:06:04.841 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /notifications: SSLCertVerificationError
2026-03-16 05:06:05.071 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /api/ws: SSLCertVerificationError
2026-03-16 05:06:05.141 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /api/websocket: SSLCertVerificationError
2026-03-16 05:06:05.142 | INFO     | cyberAI.recon.websocket_discovery:save_intel:342 - Saved WebSocket intelligence for 0 endpoints
2026-03-16 05:06:05.159 | INFO     | cyberAI.recon.intelligence_outputs:save_all_outputs:376 - Saved 4 intelligence output files
2026-03-16 05:06:05.318 | INFO     | cyberAI.utils.browser:close:101 - Browser pool closed
