2026-03-16 05:03:13.225 | INFO     | __main__:setup_logging:48 - Starting recon phase with run_id: 861ae942-f3ee-4bc9-9a67-0f569048bb96
2026-03-16 05:03:33.375 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /socket: SSLCertVerificationError
2026-03-16 05:03:33.443 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /socket.io/: SSLCertVerificationError
2026-03-16 05:03:33.975 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /sockjs/: SSLCertVerificationError
2026-03-16 05:03:35.149 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /cable: SSLCertVerificationError
2026-03-16 05:03:35.452 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /realtime: SSLCertVerificationError
2026-03-16 05:03:35.523 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /live: SSLCertVerificationError
2026-03-16 05:03:35.846 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /events: SSLCertVerificationError
2026-03-16 05:03:37.005 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /stream: SSLCertVerificationError
2026-03-16 05:03:37.074 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /notifications: SSLCertVerificationError
2026-03-16 05:03:37.129 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /api/ws: SSLCertVerificationError
2026-03-16 05:03:37.188 | DEBUG    | cyberAI.recon.websocket_discovery:detect_websocket_endpoints:91 - WebSocket probe failed for /api/websocket: SSLCertVerificationError
2026-03-16 05:03:37.189 | INFO     | cyberAI.recon.websocket_discovery:save_intel:342 - Saved WebSocket intelligence for 0 endpoints
2026-03-16 05:03:37.201 | INFO     | cyberAI.recon.intelligence_outputs:save_all_outputs:376 - Saved 4 intelligence output files
2026-03-16 05:03:37.536 | INFO     | cyberAI.utils.browser:close:101 - Browser pool closed
